Age,treatment,Gender_Female,Gender_Male,Gender_Other,self_employed_No,self_employed_Unknown,self_employed_Yes,family_history_No,family_history_Yes,remote_work_No,remote_work_Yes,tech_company_No,tech_company_Yes,benefits_Don't know,benefits_No,benefits_Yes,care_options_No,care_options_Not sure,care_options_Yes,seek_help_Don't know,seek_help_No,seek_help_Yes,obs_consequence_No,obs_consequence_Yes
-1.0877739580661852,0.9881559185215977,-0.4990069503603497,0.5163328360520111,-0.10604234965181937,0.387003474787652,-0.12043434688555507,-0.3621836538298318,-1.2485764251462121,1.248576425146212,-1.532450408763412,1.532450408763412,-0.4702600555901045,0.4702600555901044,1.4442244679153895,-0.6500760494407536,-0.7810085944164953,1.2300301020284858,-0.5764331117095307,-0.7380957092908885,-0.6365013185936291,0.9741234052566083,-0.49776507448355534,0.41371825038022486,-0.41371825038022486
-0.8164794983575542,-1.0119860451740477,-0.4990069503603497,0.5163328360520111,-0.10604234965181937,0.387003474787652,-0.12043434688555507,-0.3621836538298318,0.8009121266909207,-0.8009121266909208,0.6525496644337972,-0.6525496644337972,2.126482970672797,-2.126482970672797,-0.6924131409042056,1.5382815608424252,-0.7810085944164953,1.2300301020284858,-0.5764331117095307,-0.7380957092908885,-0.6365013185936291,0.9741234052566083,-0.49776507448355534,0.41371825038022486,-0.41371825038022486
0.13305111062265382,0.9881559185215977,-0.4990069503603497,0.5163328360520111,-0.10604234965181937,0.387003474787652,-0.12043434688555507,-0.3621836538298318,-1.2485764251462121,1.248576425146212,-1.532450408763412,1.532450408763412,-0.4702600555901045,0.4702600555901044,1.4442244679153895,-0.6500760494407536,-0.7810085944164953,1.2300301020284858,-0.5764331117095307,-0.7380957092908885,-0.6365013185936291,0.9741234052566083,-0.49776507448355534,0.41371825038022486,-0.41371825038022486
1.6251706390201235,0.9881559185215977,-0.4990069503603497,0.5163328360520111,-0.10604234965181937,0.387003474787652,-0.12043434688555507,-0.3621836538298318,-1.2485764251462121,1.248576425146212,0.6525496644337972,-0.6525496644337972,2.126482970672797,-2.126482970672797,-0.6924131409042056,-0.6500760494407536,1.2803956411607955,1.2300301020284858,-0.5764331117095307,-0.7380957092908885,1.5710886541594813,-1.0265639800909774,-0.49776507448355534,-2.417103908471422,2.4171039084714225
-0.8164794983575542,0.9881559185215977,2.0039801034391735,-1.9367352416441475,-0.10604234965181937,0.387003474787652,-0.12043434688555507,-0.3621836538298318,0.8009121266909207,-0.8009121266909208,-1.532450408763412,1.532450408763412,-0.4702600555901045,0.4702600555901044,1.4442244679153895,-0.6500760494407536,-0.7810085944164953,-0.8129882336626271,1.7348066578519314,-0.7380957092908885,-0.6365013185936291,-1.0265639800909774,2.0089798406156296,0.41371825038022486,-0.41371825038022486
-0.6808322685032387,-1.0119860451740477,-0.4990069503603497,0.5163328360520111,-0.10604234965181937,0.387003474787652,-0.12043434688555507,-0.3621836538298318,0.8009121266909207,-0.8009121266909208,0.6525496644337972,-0.6525496644337972,-0.4702600555901045,0.4702600555901044,-0.6924131409042056,-0.6500760494407536,1.2803956411607955,-0.8129882336626271,1.7348066578519314,-0.7380957092908885,-0.6365013185936291,-1.0265639800909774,2.0089798406156296,0.41371825038022486,-0.41371825038022486
-0.8164794983575542,-1.0119860451740477,-0.4990069503603497,0.5163328360520111,-0.10604234965181937,0.387003474787652,-0.12043434688555507,-0.3621836538298318,0.8009121266909207,-0.8009121266909208,0.6525496644337972,-0.6525496644337972,-0.4702600555901045,0.4702600555901044,-0.6924131409042056,1.5382815608424252,-0.7810085944164953,1.2300301020284858,-0.5764331117095307,-0.7380957092908885,-0.6365013185936291,0.9741234052566083,-0.49776507448355534,-2.417103908471422,2.4171039084714225
0.40434557033128465,-1.0119860451740477,-0.4990069503603497,0.5163328360520111,-0.10604234965181937,0.387003474787652,-0.12043434688555507,-0.3621836538298318,0.8009121266909207,-0.8009121266909208,0.6525496644337972,-0.6525496644337972,-0.4702600555901045,0.4702600555901044,1.4442244679153895,-0.6500760494407536,-0.7810085944164953,1.2300301020284858,-0.5764331117095307,-0.7380957092908885,-0.6365013185936291,0.9741234052566083,-0.49776507448355534,0.41371825038022486,-0.41371825038022486
1.0825817196028618,-1.0119860451740477,-0.4990069503603497,0.5163328360520111,-0.10604234965181937,0.387003474787652,-0.12043434688555507,-0.3621836538298318,-1.2485764251462121,1.248576425146212,-1.532450408763412,1.532450408763412,-0.4702600555901045,0.4702600555901044,-0.6924131409042056,-0.6500760494407536,1.2803956411607955,-0.8129882336626271,-0.5764331117095307,1.3548378447569234,-0.6365013185936291,-1.0265639800909774,2.0089798406156296,-2.417103908471422,2.4171039084714225
-1.2234211879205006,0.9881559185215977,2.0039801034391735,-1.9367352416441475,-0.10604234965181937,0.387003474787652,-0.12043434688555507,-0.3621836538298318,-1.2485764251462121,1.248576425146212,-1.532450408763412,1.532450408763412,-0.4702600555901045,0.4702600555901044,-0.6924131409042056,1.5382815608424252,-0.7810085944164953,-0.8129882336626271,1.7348066578519314,-0.7380957092908885,-0.6365013185936291,0.9741234052566083,-0.49776507448355534,0.41371825038022486,-0.41371825038022486
0.5399928001856001,-1.0119860451740477,-0.4990069503603497,0.5163328360520111,-0.10604234965181937,0.387003474787652,-0.12043434688555507,-0.3621836538298318,0.8009121266909207,-0.8009121266909208,-1.532450408763412,1.532450408763412,-0.4702600555901045,0.4702600555901044,-0.6924131409042056,-0.6500760494407536,1.2803956411607955,1.2300301020284858,-0.5764331117095307,-0.7380957092908885,-0.6365013185936291,-1.0265639800909774,2.0089798406156296,0.41371825038022486,-0.41371825038022486
-0.13824334908597705,-1.0119860451740477,2.0039801034391735,-1.9367352416441475,-0.10604234965181937,0.387003474787652,-0.12043434688555507,-0.3621836538298318,0.8009121266909207,-0.8009121266909208,-1.532450408763412,1.532450408763412,2.126482970672797,-2.126482970672797,1.4442244679153895,-0.6500760494407536,-0.7810085944164953,1.2300301020284858,-0.5764331117095307,-0.7380957092908885,1.5710886541594813,-1.0265639800909774,-0.49776507448355534,0.41371825038022486,-0.41371825038022486
0.2686983404769692,-1.0119860451740477,-0.4990069503603497,0.5163328360520111,-0.10604234965181937,-2.5839561273931655,-0.12043434688555507,2.7610301829630326,0.8009121266909207,-0.8009121266909208,-1.532450408763412,1.532450408763412,-0.4702600555901045,0.4702600555901044,-0.6924131409042056,1.5382815608424252,-0.7810085944164953,1.2300301020284858,-0.5764331117095307,-0.7380957092908885,-0.6365013185936291,0.9741234052566083,-0.49776507448355534,0.41371825038022486,-0.41371825038022486
-0.5451850386489233,-1.0119860451740477,-0.4990069503603497,0.5163328360520111,-0.10604234965181937,0.387003474787652,-0.12043434688555507,-0.3621836538298318,0.8009121266909207,-0.8009121266909208,0.6525496644337972,-0.6525496644337972,-0.4702600555901045,0.4702600555901044,-0.6924131409042056,1.5382815608424252,-0.7810085944164953,1.2300301020284858,-0.5764331117095307,-0.7380957092908885,-0.6365013185936291,0.9741234052566083,-0.49776507448355534,0.41371825038022486,-0.41371825038022486
0.2686983404769692,-1.0119860451740477,-0.4990069503603497,0.5163328360520111,-0.10604234965181937,0.387003474787652,-0.12043434688555507,-0.3621836538298318,0.8009121266909207,-0.8009121266909208,0.6525496644337972,-0.6525496644337972,-0.4702600555901045,0.4702600555901044,1.4442244679153895,-0.6500760494407536,-0.7810085944164953,-0.8129882336626271,1.7348066578519314,-0.7380957092908885,1.5710886541594813,-1.0265639800909774,-0.49776507448355534,0.41371825038022486,-0.41371825038022486
-1.2234211879205006,-1.0119860451740477,2.0039801034391735,-1.9367352416441475,-0.10604234965181937,0.387003474787652,-0.12043434688555507,-0.3621836538298318,0.8009121266909207,-0.8009121266909208,0.6525496644337972,-0.6525496644337972,-0.4702600555901045,0.4702600555901044,-0.6924131409042056,-0.6500760494407536,1.2803956411607955,-0.8129882336626271,-0.5764331117095307,1.3548378447569234,-0.6365013185936291,0.9741234052566083,-0.49776507448355534,0.41371825038022486,-0.41371825038022486
0.811287259894231,-1.0119860451740477,-0.4990069503603497,0.5163328360520111,-0.10604234965181937,0.387003474787652,-0.12043434688555507,-0.3621836538298318,0.8009121266909207,-0.8009121266909208,0.6525496644337972,-0.6525496644337972,-0.4702600555901045,0.4702600555901044,-0.6924131409042056,1.5382815608424252,-0.7810085944164953,1.2300301020284858,-0.5764331117095307,-0.7380957092908885,1.5710886541594813,-1.0265639800909774,-0.49776507448355534,0.41371825038022486,-0.41371825038022486
0.13305111062265382,-1.0119860451740477,-0.4990069503603497,0.5163328360520111,-0.10604234965181937,0.387003474787652,-0.12043434688555507,-0.3621836538298318,0.8009121266909207,-0.8009121266909208,0.6525496644337972,-0.6525496644337972,-0.4702600555901045,0.4702600555901044,1.4442244679153895,-0.6500760494407536,-0.7810085944164953,-0.8129882336626271,1.7348066578519314,-0.7380957092908885,1.5710886541594813,-1.0265639800909774,-0.49776507448355534,0.41371825038022486,-0.41371825038022486
-1.766010107337762,-1.0119860451740477,-0.4990069503603497,0.5163328360520111,-0.10604234965181937,0.387003474787652,-0.12043434688555507,-0.3621836538298318,0.8009121266909207,-0.8009121266909208,0.6525496644337972,-0.6525496644337972,-0.4702600555901045,0.4702600555901044,-0.6924131409042056,1.5382815608424252,-0.7810085944164953,-0.8129882336626271,-0.5764331117095307,1.3548378447569234,-0.6365013185936291,0.9741234052566083,-0.49776507448355534,0.41371825038022486,-0.41371825038022486
-0.9521267282118696,-1.0119860451740477,-0.4990069503603497,0.5163328360520111,-0.10604234965181937,0.387003474787652,-0.12043434688555507,-0.3621836538298318,0.8009121266909207,-0.8009121266909208,-1.532450408763412,1.532450408763412,-0.4702600555901045,0.4702600555901044,-0.6924131409042056,-0.6500760494407536,1.2803956411607955,-0.8129882336626271,-0.5764331117095307,1.3548378447569234,-0.6365013185936291,-1.0265639800909774,2.0089798406156296,0.41371825038022486,-0.41371825038022486
-0.13824334908597705,-1.0119860451740477,-0.4990069503603497,0.5163328360520111,-0.10604234965181937,-2.5839561273931655,-0.12043434688555507,2.7610301829630326,-1.2485764251462121,1.248576425146212,-1.532450408763412,1.532450408763412,-0.4702600555901045,0.4702600555901044,-0.6924131409042056,1.5382815608424252,-0.7810085944164953,1.2300301020284858,-0.5764331117095307,-0.7380957092908885,-0.6365013185936291,0.9741234052566083,-0.49776507448355534,0.41371825038022486,-0.41371825038022486
-0.002596119231661613,0.9881559185215977,-0.4990069503603497,0.5163328360520111,-0.10604234965181937,0.387003474787652,-0.12043434688555507,-0.3621836538298318,-1.2485764251462121,1.248576425146212,-1.532450408763412,1.532450408763412,-0.4702600555901045,0.4702600555901044,-0.6924131409042056,1.5382815608424252,-0.7810085944164953,1.2300301020284858,-0.5764331117095307,-0.7380957092908885,-0.6365013185936291,0.9741234052566083,-0.49776507448355534,0.41371825038022486,-0.41371825038022486
-0.5451850386489233,-1.0119860451740477,-0.4990069503603497,0.5163328360520111,-0.10604234965181937,0.387003474787652,-0.12043434688555507,-0.3621836538298318,0.8009121266909207,-0.8009121266909208,-1.532450408763412,1.532450408763412,-0.4702600555901045,0.4702600555901044,1.4442244679153895,-0.6500760494407536,-0.7810085944164953,1.2300301020284858,-0.5764331117095307,-0.7380957092908885,1.5710886541594813,-1.0265639800909774,-0.49776507448355534,0.41371825038022486,-0.41371825038022486
0.811287259894231,-1.0119860451740477,-0.4990069503603497,0.5163328360520111,-0.10604234965181937,0.387003474787652,-0.12043434688555507,-0.3621836538298318,-1.2485764251462121,1.248576425146212,-1.532450408763412,1.532450408763412,-0.4702600555901045,0.4702600555901044,-0.6924131409042056,-0.6500760494407536,1.2803956411607955,-0.8129882336626271,-0.5764331117095307,1.3548378447569234,-0.6365013185936291,-1.0265639800909774,2.0089798406156296,0.41371825038022486,-0.41371825038022486
-1.2234211879205006,-1.0119860451740477,-0.4990069503603497,0.5163328360520111,-0.10604234965181937,0.387003474787652,-0.12043434688555507,-0.3621836538298318,0.8009121266909207,-0.8009121266909208,0.6525496644337972,-0.6525496644337972,-0.4702600555901045,0.4702600555901044,-0.6924131409042056,-0.6500760494407536,1.2803956411607955,-0.8129882336626271,1.7348066578519314,-0.7380957092908885,1.5710886541594813,-1.0265639800909774,-0.49776507448355534,0.41371825038022486,-0.41371825038022486
-0.27389057894029245,-1.0119860451740477,-0.4990069503603497,0.5163328360520111,-0.10604234965181937,0.387003474787652,-0.12043434688555507,-0.3621836538298318,0.8009121266909207,-0.8009121266909208,0.6525496644337972,-0.6525496644337972,2.126482970672797,-2.126482970672797,-0.6924131409042056,1.5382815608424252,-0.7810085944164953,1.2300301020284858,-0.5764331117095307,-0.7380957092908885,-0.6365013185936291,0.9741234052566083,-0.49776507448355534,0.41371825038022486,-0.41371825038022486
-0.6808322685032387,0.9881559185215977,2.0039801034391735,-1.9367352416441475,-0.10604234965181937,-2.5839561273931655,-0.12043434688555507,2.7610301829630326,0.8009121266909207,-0.8009121266909208,-1.532450408763412,1.532450408763412,-0.4702600555901045,0.4702600555901044,-0.6924131409042056,-0.6500760494407536,1.2803956411607955,-0.8129882336626271,-0.5764331117095307,1.3548378447569234,-0.6365013185936291,-1.0265639800909774,2.0089798406156296,0.41371825038022486,-0.41371825038022486
0.13305111062265382,-1.0119860451740477,-0.4990069503603497,0.5163328360520111,-0.10604234965181937,0.387003474787652,-0.12043434688555507,-0.3621836538298318,-1.2485764251462121,1.248576425146212,0.6525496644337972,-0.6525496644337972,-0.4702600555901045,0.4702600555901044,-0.6924131409042056,1.5382815608424252,-0.7810085944164953,1.2300301020284858,-0.5764331117095307,-0.7380957092908885,-0.6365013185936291,0.9741234052566083,-0.49776507448355534,0.41371825038022486,-0.41371825038022486
-0.13824334908597705,-1.0119860451740477,-0.4990069503603497,0.5163328360520111,-0.10604234965181937,0.387003474787652,-0.12043434688555507,-0.3621836538298318,0.8009121266909207,-0.8009121266909208,0.6525496644337972,-0.6525496644337972,-0.4702600555901045,0.4702600555901044,1.4442244679153895,-0.6500760494407536,-0.7810085944164953,-0.8129882336626271,1.7348066578519314,-0.7380957092908885,-0.6365013185936291,0.9741234052566083,-0.49776507448355534,0.41371825038022486,-0.41371825038022486
0.9469344897485464,0.9881559185215977,-0.4990069503603497,0.5163328360520111,-0.10604234965181937,-2.5839561273931655,-0.12043434688555507,2.7610301829630326,0.8009121266909207,-0.8009121266909208,0.6525496644337972,-0.6525496644337972,-0.4702600555901045,0.4702600555901044,-0.6924131409042056,1.5382815608424252,-0.7810085944164953,1.2300301020284858,-0.5764331117095307,-0.7380957092908885,-0.6365013185936291,0.9741234052566083,-0.49776507448355534,-2.417103908471422,2.4171039084714225
0.2686983404769692,0.9881559185215977,2.0039801034391735,-1.9367352416441475,-0.10604234965181937,0.387003474787652,-0.12043434688555507,-0.3621836538298318,-1.2485764251462121,1.248576425146212,-1.532450408763412,1.532450408763412,-0.4702600555901045,0.4702600555901044,-0.6924131409042056,-0.6500760494407536,1.2803956411607955,-0.8129882336626271,1.7348066578519314,-0.7380957092908885,1.5710886541594813,-1.0265639800909774,-0.49776507448355534,0.41371825038022486,-0.41371825038022486
-0.4095378087946079,0.9881559185215977,2.0039801034391735,-1.9367352416441475,-0.10604234965181937,0.387003474787652,-0.12043434688555507,-0.3621836538298318,0.8009121266909207,-0.8009121266909208,0.6525496644337972,-0.6525496644337972,-0.4702600555901045,0.4702600555901044,-0.6924131409042056,-0.6500760494407536,1.2803956411607955,-0.8129882336626271,-0.5764331117095307,1.3548378447569234,-0.6365013185936291,0.9741234052566083,-0.49776507448355534,-2.417103908471422,2.4171039084714225
-0.002596119231661613,-1.0119860451740477,-0.4990069503603497,0.5163328360520111,-0.10604234965181937,0.387003474787652,-0.12043434688555507,-0.3621836538298318,0.8009121266909207,-0.8009121266909208,0.6525496644337972,-0.6525496644337972,-0.4702600555901045,0.4702600555901044,1.4442244679153895,-0.6500760494407536,-0.7810085944164953,1.2300301020284858,-0.5764331117095307,-0.7380957092908885,1.5710886541594813,-1.0265639800909774,-0.49776507448355534,0.41371825038022486,-0.41371825038022486
-0.13824334908597705,-1.0119860451740477,-0.4990069503603497,0.5163328360520111,-0.10604234965181937,0.387003474787652,-0.12043434688555507,-0.3621836538298318,0.8009121266909207,-0.8009121266909208,0.6525496644337972,-0.6525496644337972,-0.4702600555901045,0.4702600555901044,-0.6924131409042056,-0.6500760494407536,1.2803956411607955,-0.8129882336626271,-0.5764331117095307,1.3548378447569234,-0.6365013185936291,-1.0265639800909774,2.0089798406156296,0.41371825038022486,-0.41371825038022486
